,review,playtime_at_review,num_games_owned,voted_up,review_length,processed_review
139,I need new F5 and F8 buttons..,63.2,558,1,7,need new button
140,"[h1] This game is so utterly magnificent that it made me write a poem about itself [/h1]

[b] In the poor sea of releases, a jewel divine, 
Baldur's Gate 3’s where splendor refines.
A brilliant adventure, where memories made,
In every your choice a legacy laid.

From Astarion's secrets to Shadowheart's grace,
Each personality finds its space. 
Aesthetics are gorgeous, a visual dance,
From dawn's first light to twilight's trance.

Music's breathtaking, pure and rare,
This sound journey's beyond any compare.
The work devs have done is a labor immense,
An opus of passion, a masterpiece hence. [/b]",63.483333333333334,201,1,98,game utterly magnificent made write poem poor sea release jewel divine baldur gate splendor refines brilliant adventure memory made every choice legacy laid astarion secret shadowheart grace personality find space aesthetic gorgeous visual dance dawn first light twilight trance music breathtaking pure rare sound journey beyond compare work devs done labor immense opus passion masterpiece hence
141,"You don't decide if you're gay or not.
This game does.",35.666666666666664,0,1,11,decide gay game
142,"Never played DnD or anything similar to this before. This game is a masterpiece.

All I can say is play it. You will not regret that decision (unless you don't like it then fair enough, you gave it a go).

It is expensive though, especially not going lower than 50euro, probably won't go lower for a while. But if you enjoy it, the money is worth it, with the re play ability, achievement hunting, single or multi player, coming back to it after a while etc.",141.38333333333333,148,1,86,never played dnd anything similar game masterpiece say play regret decision unless like fair enough gave go expensive though especially going lower euro probably go lower enjoy money worth play ability achievement hunting single multi player coming back etc
143,"I’m not even sure how to review Baldur’s Gate 3, my words simply can’t do it justice enough. Larian Studios deserve all of the plaudits, awards and recognition for just how remarkable this game is. 

I’ve now been able to finish every achievement across three campaigns, and as I feel the curtains drawing to a close, I remember vividly the wild experiences I’ve had with this game. Smashing and mauling every enemy in my path as my Barbarian [i]Tooth Fairy[/i], collector of teeth, a half-orc whose name precedes him. Though unable to muster successful dialogue himself, his weapons and tenacity spoke volumes in battle. Or maybe my light domain cleric [i]Clockwork Orange[/i], a wicked yet shrewd half-elf capable of talking his way out of any given situation, a radiant tank capable of intertwining good and evil. And last but not least [i]The Dark Urge[/i], a compelling origin character with a story alike no other, a haunted but devastatingly powerful figure with the capacity to bend the world to his will. His journey took place as a dark loremaster bard, a bard that danced with death [i]many a time[/i] in honour mode.

Character creation merely scratches the surface: you have a world full of life, companions with the most charm and whit I’ve experienced in any CRPG game, and endless opportunities to explore and work through the many, many possibilities that this game provides. And I won't spoil a thing. 

Though my story may be complete for three separate adventures, I’ll be back. A game of this magnitude simply deserves it, it’s breathtaking. A game & experience for the ages.",407.78333333333336,0,1,269,even sure review baldur gate word simply justice enough larian studio deserve plaudit award recognition remarkable game able finish every achievement across three campaign feel curtain drawing close remember vividly wild experience game smashing mauling every enemy path barbarian tooth fairy collector teeth half orc whose name precedes though unable muster successful dialogue weapon tenacity spoke volume battle maybe light domain cleric clockwork orange wicked yet shrewd half elf capable talking way given situation radiant tank capable intertwining good evil last least dark urge compelling origin character story alike haunted devastatingly powerful figure capacity bend world journey took place dark loremaster bard bard danced death many time honour mode character creation merely scratch surface world full life companion charm whit experienced crpg game endless opportunity explore work many many possibility game provides spoil thing though story may complete three separate adventure back game magnitude simply deserves breathtaking game experience age
144,"Very dope game with nice graphics and story, for me It has to be the Game of The Year or I'll cast Eldritch Blast on everyone.",1440.9833333333333,1377,1,26,dope game nice graphic story game year cast eldritch blast everyone
145,"I felt strong intent to relearn once-I-thought-fluent languages to find many more appropriate words to exalt this game. It drains my life away ever since playing fallout new vegas.
<번역>
이 게임을 칭찬하기 위한 단어를 더 떠올리고 싶어 내가 말할 줄 아는 언어들을 다시 공부해야할 필요를 느끼게 한 게임이다. 폴아웃 뉴베가스 이후로 내 인생을 빨아가는거 같은 게임이다.",17.716666666666665,1778,1,57,felt strong intent relearn thought fluent language find many appropriate word exalt game drain life away ever since playing fallout new vega
146,"𝐇𝐞𝐫 𝐥𝐨𝐯𝐞 𝐟𝐨𝐫 𝐢𝐭 𝐰𝐚𝐬 𝐥𝐢𝐤𝐞 𝐚 𝐩𝐥𝐮𝐦
𝐈𝐭 𝐠𝐫𝐞𝐰 𝐬𝐨 𝐬𝐰𝐞𝐞𝐭 𝐰𝐢𝐭𝐡𝐢𝐧 𝐡𝐞𝐫 𝐭𝐮𝐦
𝐀𝐧𝐝 𝐰𝐢𝐭𝐡 𝐚 𝐰𝐢𝐠𝐠𝐥𝐞 𝐨𝐟 𝐡𝐞𝐫 𝐛𝐮𝐦
𝐒𝐡𝐞 𝐬𝐞𝐭 𝐫𝐢𝐠𝐡𝐭 𝐨𝐮𝐭 𝐭𝐨 𝐬𝐞𝐞 𝐥𝐨𝐯𝐞 𝐝𝐨𝐧𝐞

𝐀 𝐜𝐮𝐫𝐬𝐞 𝐡𝐚𝐝 𝐦𝐚𝐝𝐞 𝐭𝐡𝐞 𝐥𝐚𝐧𝐝 𝐢𝐭𝐬 𝐥𝐚𝐢𝐫
𝐈𝐭 𝐥𝐚𝐲 𝐨'𝐞𝐫 𝐚𝐥𝐥 𝐥𝐢𝐤𝐞 𝐰𝐢𝐥𝐥𝐨𝐰 𝐡𝐚𝐢𝐫
𝐎𝐡 𝐢𝐭 𝐜𝐨𝐮𝐥𝐝 𝐬𝐭𝐫𝐢𝐩 𝐭𝐡𝐞 𝐛𝐨𝐝𝐲 𝐛𝐚𝐫𝐞
𝐒𝐨 𝐟𝐢𝐥𝐥𝐞𝐝 𝐭𝐡𝐞 𝐩𝐞𝐨𝐩𝐥𝐞 𝐰𝐢𝐭𝐡 𝐝𝐞𝐬𝐩𝐚𝐢𝐫

𝐀 𝐒𝐡𝐚𝐝𝐨𝐰 𝐂𝐮𝐫𝐬𝐞 𝐰𝐢𝐭𝐡𝐨𝐮𝐭 𝐚 𝐥𝐢𝐠𝐡𝐭
𝐘𝐞𝐭 𝐬𝐡𝐞 𝐰𝐨𝐮𝐥𝐝 𝐤𝐢𝐧𝐝𝐥𝐞 𝐫𝐨𝐦𝐚𝐧𝐜𝐞 𝐛𝐫𝐢𝐠𝐡𝐭
𝐀𝐧𝐝 𝐬𝐨 𝐢𝐧 𝐦𝐨𝐨𝐧𝐲 𝐝𝐚𝐫𝐤 𝐨𝐟 𝐧𝐢𝐠𝐡𝐭
𝐒𝐡𝐞 𝐰𝐞𝐧𝐭 𝐭𝐨 𝐢𝐭 𝐛𝐞𝐫𝐞𝐟𝐭 𝐨𝐟 𝐟𝐫𝐢𝐠𝐡𝐭
𝐀𝐧𝐝 𝐡𝐮𝐠𝐠𝐞𝐝 𝐭𝐡𝐞 𝐜𝐮𝐫𝐬𝐞, 𝐭𝐡𝐞 𝐰𝐢𝐜𝐤𝐞𝐝 𝐛𝐥𝐢𝐠𝐡𝐭

𝐇𝐞𝐫 𝐥𝐨𝐯𝐞 𝐟𝐨𝐫 𝐢𝐭 𝐰𝐚𝐬 𝐥𝐢𝐤𝐞 𝐚 𝐩𝐥𝐮𝐦
𝐓𝐡𝐞𝐧, 𝐬𝐨 𝐬𝐡𝐚𝐫𝐩𝐥𝐲, 𝐩𝐚𝐢𝐧 𝐝𝐢𝐝 𝐜𝐨𝐦𝐞
𝐈𝐭 𝐜𝐡𝐞𝐰𝐞𝐝 𝐡𝐞𝐫 𝐟𝐥𝐞𝐬𝐡 𝐥𝐢𝐤𝐞 𝐬𝐜𝐫𝐮𝐦𝐩𝐭𝐢𝐨𝐮𝐬 𝐠𝐮𝐦
𝐒𝐡𝐞 𝐭𝐫𝐢𝐜𝐤𝐥𝐞𝐝, 𝐬𝐡𝐞 𝐛𝐮𝐫𝐬𝐭, 𝐬𝐡𝐞 𝐬𝐭𝐚𝐫𝐭𝐞𝐝 𝐭𝐨 𝐫𝐮𝐧.",209.56666666666666,2181,1,120,
147,In December of 2023 I almost died in a car accident. I am so happy I survived and got to experience this game first hand. Over 500 hours and game still feels fresh. The greatest game ever made.,562.0833333333334,242,1,38,december almost died car accident happy survived got experience game first hand hour game still feel fresh greatest game ever made
148,A Vampire makes me question my sexuality 10/10,49.61666666666667,0,1,8,vampire make question sexuality
149,I had sex,16.866666666666667,78,1,3,sex
150,finally a game as good as fallout new vegas,11.683333333333334,0,1,9,finally game good fallout new vega
151,"Out of all the awesome games 2023 has given us, Baldur's Gate 3 still stands out and will sweep all the competition for the Game Of The Year Awards.

Setting a bar for all the other games, and a testament to how remarkable they are as an entertainment medium.

""Greatness is a lot of small things done well.""

Thank you, Larian Studios!",97.53333333333333,1047,1,62,awesome game given u baldur gate still stand sweep competition game year award setting bar game testament remarkable entertainment medium greatness lot small thing done well thank larian studio
152,#DeathtoMicrotransactions/day 1 -PAID- dlc. great game. the people have spoken.,9.516666666666667,0,1,10,deathtomicrotransactions day paid dlc great game people spoken
153,"[h1]A Flawed Masterpiece[/h1]

This was an experience. I don't usually write reviews for games, even my favorite ones, but I write reviews for books, and this game felt like a book to me.

[h3]The Good[/h3]

First, I want to say how incredibly developed most of the story is, particularly the lifelike portrayal of the characters. The voice acting sets a new standard, arguably the best across all games, given the extensive voice work throughout. Even minor characters are voiced with excellence. The gameplay was something completely new to me, as I've never played DnD nor any game of this playstyle before. I was weirded out by the combat at the start, but as time passed and I managed to kill a formidable boss by distracting it with a cat. Needless to say, I fell in love with the combat. This game offers unparalleled freedom, allowing players to explore various paths, each with its own beauty. Also, story-wise, so many characters say some genuinely profound quotes that left me pondering for hours. LOTR is probably my favorite movie series, and fantasy books are my favorite genre to read; this game provided me with that immersion while giving me the choice to shape the story in almost any direction I wanted. Playing through the Creche during Act 1, accompanied by the music of Mountain Pass, felt like experiencing Fellowship of The Ring in game form.

The music, in particular, deserves commendation—it stands among the best I've encountered across all forms of media, not just in video games. I was flabbergasted to learn that most of the ambient tracks haven't even been officially released. Kudos to Borislav Slavov for the incredible soundtrack; I'll always remember him and what he made me feel with his music.

Acts 1 & 2 are nearly flawless. Act 1 was polished to impossible magnitudes; every side quest was lovable, every location was there for a solid reason, every enemy, every character, especially the Creche and Underdark parts. I haven't felt so excited for a game as I was during playing Act 1 since forever. Then, Act 2 surpassed it for me and became my favorite. I was drawn to its eerie, mysterious, and dark ambiance, which constantly reminded me that I didn't belong there. Amidst the darkness, stumbling upon a brightly lit inn, where goodness prevailed against all odds, the last frontier of humanity, it left a lasting, hopeful impact. Lastly, The villain of Act 2 was built up for 60 hours and delivered every single ounce of it.

[b][i]""I have a price to pay for my power; it will cost me your life…for my own, I have already paid.""[/i][/b]

[h3]The Bad[/h3]

Throughout the first half of the game, I was astonished and was sure this is the most perfect game ever made, but it really does have its issues. The issues showed in Act 3. It felt like an entirely different game, marred by performance issues and a rushed, unpolished plot. Certain plotlines, including that of the guardian, felt forced, inserted merely for the sake of a twist. The pacing felt off, and the quests lacked coherence. The world is in imminent danger of being completely destroyed, but meanwhile, you can halt all of that and go exorcise a possessed individual, searching for clues around the city. Why not, I guess?

[h3]The Ugly[/h3]

Bugs became noticeable towards the end of Act 2, and by Act 3, they rendered the game almost unplayable at times. I found myself restarting frequently during Act 3. Not only were there strange battles where waiting for turns dragged on for 5 minutes, but they were also plagued with bugs. I refrained from using many spells, including summons, due to their buggy and game-breaking nature. Even pets were affected. The ultimate disappointment came during the final fight, which I had hoped would be more polished. Instead, it was riddled with switcheroo bugs that made watching the fights impossible. It was an absolutely dreadful experience.

Another frustrating issue was the romance aspect. Like, I want to hug Gale, as a friend, or Wyll, I do not want to have sex with them. Not everyone I hug is someone I want to be intimate with, nor does showing kindness to someone necessarily indicate romantic feelings. The whole dynamic felt forced, leading me to make decisions I otherwise wouldn't have made just to avoid unintentionally initiating a romance.

[h3]Conclusion[/h3] 

This game is truly remarkable, perhaps one of the best ever created. It had the potential to be even greater, I believe, if the final act received the same level of care, attention to detail, and polish as Acts 1 and 2. Nevertheless, despite its flaws, it remains an incredible experience. It's certain to hold a place in my top 5 games of all time. I'd rate it a solid 9/10. As for its shortcomings, maybe they get tackled with a definitive edition in the future, and it will become a 10/10? Well, hopefully. 

[b][i]""Am I happy? I don't know. But I am Hope, and I persist because of you.""[/i][/b]",171.98333333333332,110,1,843,flawed masterpiece experience usually write review game even favorite one write review book game felt like book good first want say incredibly developed story particularly lifelike portrayal character voice acting set new standard arguably best across game given extensive voice work throughout even minor character voiced excellence gameplay something completely new never played dnd game playstyle weirded combat start time passed managed kill formidable bos distracting cat needle say fell love combat game offer unparalleled freedom allowing player explore various path beauty also story wise many character say genuinely profound quote left pondering hour lotr probably favorite movie series fantasy book favorite genre read game provided immersion giving choice shape story almost direction wanted playing creche act accompanied music mountain pas felt like experiencing fellowship ring game form music particular deserves commendation stand among best encountered across form medium video game flabbergasted learn ambient track even officially released kudos borislav slavov incredible soundtrack always remember made feel music act nearly flawless act polished impossible magnitude every side quest lovable every location solid reason every enemy every character especially creche underdark part felt excited game playing act since forever act surpassed became favorite drawn eerie mysterious dark ambiance constantly reminded belong amidst darkness stumbling upon brightly lit inn goodness prevailed odds last frontier humanity left lasting hopeful impact lastly villain act built hour delivered every single ounce price pay power cost life already paid bad throughout first half game astonished sure perfect game ever made really issue issue showed act felt like entirely different game marred performance issue rushed unpolished plot certain plotlines including guardian felt forced inserted merely sake twist pacing felt quest lacked coherence world imminent danger completely destroyed meanwhile halt go exorcise possessed individual searching clue around city guess ugly bug became noticeable towards end act act rendered game almost unplayable time found restarting frequently act strange battle waiting turn dragged minute also plagued bug refrained using many spell including summons due buggy game breaking nature even pet affected ultimate disappointment came final fight hoped would polished instead riddled switcheroo bug made watching fight impossible absolutely dreadful experience another frustrating issue romance aspect like want hug gale friend wyll want sex everyone hug someone want intimate showing kindness someone necessarily indicate romantic feeling whole dynamic felt forced leading make decision otherwise made avoid unintentionally initiating romance conclusion game truly remarkable perhaps one best ever created potential even greater believe final act received level care attention detail polish act nevertheless despite flaw remains incredible experience certain hold place top game time rate solid shortcoming maybe get tackled definitive edition future become well hopefully happy know hope persist
154,"🔥🧙‍♂️🔥
[b] Move over therapists, [/b] because Baldur's Gate 3 is my new emotional support fireball. Seriously, I've never felt so understood. This game gets me – it knows that when faced with a problem, the solution is 99% of the time a fiery explosion. Diplomacy? More like ""diplo-mighty-fireball-you-see.""

Baldur's Gate 3's combat is an unpredictable blend of tactics and comedy, where your plans might go up in smoke, but the unexpected outcomes often lead to the most memorable moments. Whether you're wielding a sword, slinging spells, or accidentally lobbing an incendiary barrel at your own feet, the combat ensures that every battle is an adventure in itself.

The dialogue options are gold. I'm pretty sure I've gone through every conversation tree just to find the sassiest retorts. ""Do you want to save the world?"" they ask. Nah, I just want to see how many times I can accidentally burn it down before the credits roll.

[b] In conclusion, [/b] Baldur's Gate 3 is a must-play for fire enthusiasts, disaster artists, and those who believe in solving problems by turning them into... well, more explosive problems. So grab your spellbook and a fire extinguisher – you're gonna need both. Burn, baby, burn! 
🔥🕺🔥",14.65,1646,1,203,move therapist baldur gate new emotional support fireball seriously never felt understood game get know faced problem solution time fiery explosion diplomacy like diplo mighty fireball see baldur gate combat unpredictable blend tactic comedy plan might go smoke unexpected outcome often lead memorable moment whether wielding sword slinging spell accidentally lobbing incendiary barrel foot combat ensures every battle adventure dialogue option gold pretty sure gone every conversation tree find sassiest retort want save world ask nah want see many time accidentally burn credit roll conclusion baldur gate must play fire enthusiast disaster artist believe solving problem turning well explosive problem grab spellbook fire extinguisher gon na need burn baby burn
155,"Game has such rich amazing environments, great voicecast and no stupid grinding go get 10 of these or 20 of those things, no microtransactions at all, you pay for the game you get 100% of the game. Textures are beautiful and soundtrack is on point.",7.983333333333333,242,1,45,game rich amazing environment great voicecast stupid grinding go get thing microtransactions pay game get game texture beautiful soundtrack point
156,I mean it's okay I guess.,507.5,101,1,6,mean okay guess
157,"I am a 52 year old father, probably one of the oldest people playing this game. I am a single father to my son, who is now 16. My son recently started Baldur's Gate 3 and in less than a week, he had already played for over 12 hours. This was terrible for me, as it was already hard enough for me to spend time with my son, as he is always out with his friends or just watching videos on Tiktok. So I decided to make a Steam account and get this game to see if I could maybe play alongside him. I loaded into the game, did the tutorial but I was stuck on what you where supposed to do. I asked my Son for help and he hosted a game for me to join. I loved it as it was the best time I had spent with my Son since my wife had died. This game has ever since brought my son and I closer again and now we actually spend time together outside the house as well. This game reminded me that there's fun to be had in everything, and it has brought both me and my Son many happy memories",123.26666666666667,0,1,205,year old father probably one oldest people playing game single father son son recently started baldur gate le week already played hour terrible already hard enough spend time son always friend watching video tiktok decided make steam account get game see could maybe play alongside loaded game tutorial stuck supposed asked son help hosted game join loved best time spent son since wife died game ever since brought son closer actually spend time together outside house well game reminded fun everything brought son many happy memory
158,She baldur on my gate,89.45,0,1,5,baldur gate
159,Astarion is a walking red flag but I can't resist being his little Capri-Sun,22.283333333333335,110,1,14,astarion walking red flag resist little capri sun
160,So many choices and paths....Outstanding,37.233333333333334,5302,1,5,many choice path outstanding
161,"I am a 55 year old biker and trucker father, and probably one of the oldest people playing this game. I am a single father to my Son, who is 15 now. My son got this game for from his uncle, so we installed it on his computer and he started playing. By the end of the week he had 12 hours on this game. This was horrible for me, as it was already hard for me to find ways to spend time with my son, as he is always out with his friends or just watching YouTube. So i decided to make a Steam account and get this game to see if I could maybe play alongside him. I loaded into the game and started playing but I was stuck on what you where supposed to do. I asked my Son for help and he let me borrow his controller. Me and my son then played in turns and I loved it as it was the best time I had spent with my Son since my wife had died. This game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well. This game reminded me that there's fun to be had in everything, and it has brought both me and my son many happy memories.",85.75,97,1,229,year old biker trucker father probably one oldest people playing game single father son son got game uncle installed computer started playing end week hour game horrible already hard find way spend time son always friend watching youtube decided make steam account get game see could maybe play alongside loaded game started playing stuck supposed asked son help let borrow controller son played turn loved best time spent son since wife died game ever since brought son closer actually spend time together outside house together well game reminded fun everything brought son many happy memory
162,"At this point I'm sure this game doesn't need yet another positive review, but I can't help it, it's good and I have to say it.

My experience has been 1: Get into an encounter, 2: Try not to go all out so I don't have to long rest, 3: start getting murdered, 4: go all out, 5: barely survive and feel accomplished (or sometimes die and try again).

Somehow they managed to convert the old Baldur's gate formula into something that combines Dark Souls gameplay with D&D and turn based combat in the best possible way I can imagine.  I even have the feeling of dread I got from Dark Souls like ""oh boy, I have to go down there, I'm pretty scared of what's going to happen but here goes..."".  This is even with save / load at the ready.

I haven't finished the game yet, but I think this might end up being the best RPG like this I will have ever played and I've been gaming since the 80s.

",61.93333333333333,0,1,173,point sure game need yet another positive review help good say experience get encounter try go long rest start getting murdered go barely survive feel accomplished sometimes die try somehow managed convert old baldur gate formula something combine dark soul gameplay turn based combat best possible way imagine even feeling dread got dark soul like oh boy go pretty scared going happen go even save load ready finished game yet think might end best rpg like ever played gaming since
163,"[h1]My personal experience and impression so far[/h1]

In the meantime, I am playing via GeForce now so that I can have higher graphics quality AND do recordings.
I'm also in Act 2.
What I wrote here remains true for me (it's getting better and better if anything), but I may have to overhaul the whole review at a point.

[h3]The following certainly has influenced my experience;[/h3]
I played BG1, BG2, IWD, PS:T and NWN1 with expansions all within the last year, so the memory is relatively fresh. All I knew about D&D 5E is from Idle Champions, in the meantime, I learned a few things.
While some say it is not recommended, I am doing my first playthrough with the Dark Urge background and the intent to resist as hard as I can. With this background, you not only have some dark force inside you, but also wake up in your pod covered with blood, remembering nothing but your name. For me, this intensifies the experience.

[h3]Old player confusion...[/h3]
I was utterly confused with the spell system at first (I perfectly understand prepared spells and spell slots, but I still confused this at the beginning and then wondered why I couldn't cast anymore...). 
Same with the controls... the latter I resolved by adjusting the key bindings a bit (I automatically hit spacebar when I have to think about my next move, Q or G when something dangerious may be ahead and...)

[h3]Technical issues[/h3]
I also had technical problems, because I am playing on a low end laptop. If you consider buying, keep in mind that BG3 is resource-heavy. There are workarounds for older machines, there are useful guides, got tips from friends and made a video about how to be able to play with the graphics still looking nice and without too much lag.

[h3]Be open[/h3]
The biggest mistake you can make is comparing BG3 to any other game or expect it to be the same experience as any other game. 
It's a different game, with a different ruleset, with different combat mechanics, and comparisons only will ruin your experience. 
Best approach it with an open mind.

[h3]Graphics, effects, sounds, music, atmosphere...[/h3]
Just love the graphics, it is all so detailed, and in my opinion they did a great job with the facial expressions in cutscenes, how they change. (It may lead to your character looking totally different, but so be it.)
The music, the atmosphere... 
Spells and spell effects also are nice. Personally, I like how spells are cast by saying what they are supposed to do in Latin and a lot of gesturing.

https://steamcommunity.com/sharedfiles/filedetails/?id=3035458878

[h3]Variety[/h3]
There are very dark moments (for the background I chose, at least), then again some more light-hearted „normal“ adventuring, where you can explore the beautiful landscape, grab everything that isn't nailed down, go treasure-hunting and/or enter a dungeon.

[h3]An eye for details may pay off[/h3]
It may be only me, but from the beginning, I saw reminders of other games all over the place. The way how something is described, some specific phrases, even had one or the other WTF-Wrong Game?-moments. It's in the details.
There definitely ARE references to BG1 and 2. You can find books which mention characters and events from these games. There also are tiny little details you will only notice when you either played the old games or know a lot about D&D lore, including the Faerûnian pantheon and the history of the game world(s).

[h3]Dice rolls all over the place[/h3]
Maybe they overdid it with the skill checks. The RNGod rules here. Can be annoying or frustrating at times, when the dice decide a bit too much.
On the other hand, these can lead to funny situations which give a certain tabletop feel. When you fail at what you are best at, but succeed at what you are worst at. Or when the Wizard without Perception bonus detects a trap first. Made me laugh a couple times.

[h3]Philosophical?[/h3]
There also are some philosophical moments. If you explore everything carefully, interact with everything, talk to everyone and everything and read all the books, not only does it show that the designers knew their lore, it also may raise a few questions if you think about it.
You even can encounter an NPC early on who asks you a philosophical question.
Had a very emotional moment here (also because... my poor character... almost picked the second option) SPOILER WARNING:

https://steamcommunity.com/sharedfiles/filedetails/?id=3035458924

[h3]Play the way you want to[/h3]
You can play this game for the combat part (which can be fun) or for the story or for both.
I found thorough exploration and having an eye for details most rewarding. 
As for combat, can be fun. There are so many different things you can do and try.

https://steamcommunity.com/sharedfiles/filedetails/?id=3035458905

[h3]Thinking outside the box[/h3]
It appears that you can confuse the AI a bit by doing something unexpected. I was able to beat a group of enenmies of at least level 3 and larger than my level 2 group without a fighter in my team. I am playing only on Balanced, but still... was fun.

https://steamcommunity.com/sharedfiles/filedetails/?id=3035458917

I am still very early in the game and don't know what is yet to come, I still may end up disappointed or find myself unable to win a battle or otherwise get stuck or frustrated. I certainly hope not.

As I only have seen a small fraction of the game and, as I already said, the experience is a personal one, this recommendation is to be taken with a grain of salt.",63.666666666666664,68,1,926,personal experience impression far meantime playing via geforce higher graphic quality recording also act wrote remains true getting better better anything may overhaul whole review point following certainly influenced experience played bg bg iwd p nwn expansion within last year memory relatively fresh knew idle champion meantime learned thing say recommended first playthrough dark urge background intent resist hard background dark force inside also wake pod covered blood remembering nothing name intensifies experience old player confusion utterly confused spell system first perfectly understand prepared spell spell slot still confused beginning wondered cast anymore control latter resolved adjusting key binding bit automatically hit spacebar think next move something dangerious may ahead technical issue also technical problem playing low end laptop consider buying keep mind bg resource heavy workarounds older machine useful guide got tip friend made video able play graphic still looking nice without much lag open biggest mistake make comparing bg game expect experience game different game different ruleset different combat mechanic comparison ruin experience best approach open mind graphic effect sound music atmosphere love graphic detailed opinion great job facial expression cutscenes change may lead character looking totally different music atmosphere spell spell effect also nice personally like spell cast saying supposed latin lot gesturing variety dark moment background chose least light hearted normal adventuring explore beautiful landscape grab everything nailed go treasure hunting enter dungeon eye detail may pay may beginning saw reminder game place way something described specific phrase even one wtf wrong game moment detail definitely reference bg find book mention character event game also tiny little detail notice either played old game know lot lore including faer nian pantheon history game world dice roll place maybe overdid skill check rngod rule annoying frustrating time dice decide bit much hand lead funny situation give certain tabletop feel fail best succeed worst wizard without perception bonus detects trap first made laugh couple time philosophical also philosophical moment explore everything carefully interact everything talk everyone everything read book show designer knew lore also may raise question think even encounter npc early asks philosophical question emotional moment also poor character almost picked second option spoiler warning play way want play game combat part fun story found thorough exploration eye detail rewarding combat fun many different thing try thinking outside box appears confuse ai bit something unexpected able beat group enenmies least level larger level group without fighter team playing balanced still fun still early game know yet come still may end disappointed find unable win battle otherwise get stuck frustrated certainly hope seen small fraction game already said experience personal one recommendation taken grain salt
164,"I don't think this game needs my review, so I'll keep it short-ish for now. I say this without any intention of hyperbole - I truly feel this is one of the greatest CRPGs ever made. 

I've noticed that this game is attracting a lot of people who are not familiar with the term 'CRPG'. There may be a few definitions, but the one I use is that it's an RPG that you play on the computer as opposed to on a physical tabletop, such as a TTRPG. TTRPGs are games like Dungeons & Dragons (duh), Vampire The Masquerade, and Thirsty Sword Lesbians. (Don't worry about that last one, ask your mom.) CRPGs replicate that experience and make them playable in single-player with the video game acting as the Dungeon Master (DM). This puts them contrary to other RPGs like Skyrim and Dark Souls for example, which are good RPGs also, but they don't set out to replicate that tabletop roleplaying experience in quite the same feel.

That said, if you're a fan of any types of RPG, there's a good chance you might like BG3. If you're a fan of TTRPGs, you'll likely love BG3. The game uses the D&D 5th edition ruleset which is accessible for both veterans and people who are new. If you're new, I encourage you to play around a bit with different class & race combinations until you find one that feels interesting yet comfy and you get a chance to see the differences in your playthrough based on your choices. Choice is one of the most important aspects of this game.

If you're a veteran, you'll notice several small changes to the 5e ruleset to make it fit more cohesively in a video game, but it will still feel like an authentic DND experience in 3D. I think Larian has done a great job of listening to the community and taking feedback on what works and what doesn't. The result is a game that feels true to DND but lets you do cool stuff you maybe couldn't in the TTRPG version. They also tried to remove a couple of annoying bits to minimize frustration. An example is that Mage Hand no longer needs line of sight.

The story, characters, gameplay, graphics, music, and general game design is fantastic. You won't really be playing this game for the achievements, but if you do, you'll have several hundred hours of play finding every secret.

So yeah, there are my thoughts. Give in to the peer pressure if you haven't already. It's worth it.",88.1,1747,1,428,think game need review keep short ish say without intention hyperbole truly feel one greatest crpgs ever made noticed game attracting lot people familiar term crpg may definition one use rpg play computer opposed physical tabletop ttrpg ttrpgs game like dungeon dragon duh vampire masquerade thirsty sword lesbian worry last one ask mom crpgs replicate experience make playable single player video game acting dungeon master dm put contrary rpgs like skyrim dark soul example good rpgs also set replicate tabletop roleplaying experience quite feel said fan type rpg good chance might like bg fan ttrpgs likely love bg game us th edition ruleset accessible veteran people new new encourage play around bit different class race combination find one feel interesting yet comfy get chance see difference playthrough based choice choice one important aspect game veteran notice several small change ruleset make fit cohesively video game still feel like authentic dnd experience think larian done great job listening community taking feedback work result game feel true dnd let cool stuff maybe ttrpg version also tried remove couple annoying bit minimize frustration example mage hand longer need line sight story character gameplay graphic music general game design fantastic really playing game achievement several hundred hour play finding every secret yeah thought give peer pressure already worth
165,"One of the best games of a lifetime! Period.

However, Act 3 felt somewhat rushed, and the ending was lacking and unsatisfying. Apparently, much content was cut out and not finished to rush the game release before Starfield.

Best to wait for updates or a definitive edition to play. Most likely, Larian will fix this, as they did with DOS2.",152.68333333333334,0,1,60,one best game lifetime period however act felt somewhat rushed ending lacking unsatisfying apparently much content cut finished rush game release starfield best wait update definitive edition play likely larian fix do
166,"my friend told me he was ""surprised"" people were so excited about Baldur's Gate 3. that makes a lot of sense for him considering it isn't FTP, live service game riddled with microtransactions and a battlepass with premium tiers. 

this game is a testament to what can be accomplished when developers care about what they are creating and make a GAME instead of a money pinata for executives",21.016666666666666,0,1,68,friend told surprised people excited baldur gate make lot sense considering ftp live service game riddled microtransactions battlepass premium tier game testament accomplished developer care creating make game instead money pinata executive
167,AUGHH THAT WAS CRAZY. I've never actually experienced that sort of atmosphere a game before. It's ABSOLUTEly electric. THE PASSION. Everything we've seen was INCREDIBLE!,152.96666666666667,0,1,25,aughh crazy never actually experienced sort atmosphere game absolutely electric passion everything seen incredible
168,"Just escaped the ship. 10/10 polished experience that brings back memories of playing KotOR and Mass Effect. Works great with a controller day one.

Also...

~NO MICROTRANSACTIONS~

God bless Larian!

10/10",2.2666666666666666,920,1,31,escaped ship polished experience brings back memory playing kotor mass effect work great controller day one also microtransactions god bless larian
